"Item Type","Product ID","Product Name","Product Type","Product Code/SKU","Bin Picking Number","Brand Name","Option Set","Option Set Align","Product Description",Price,"Cost Price","Retail Price","Sale Price","Fixed Shipping Cost","Free Shipping","Product Warranty","Product Weight","Product Width","Product Height","Product Depth","Allow Purchases?","Product Visible?","Product Availability","Track Inventory","Current Stock Level","Low Stock Level",Category,"Product Image ID - 1","Product Image File - 1","Product Image Description - 1","Product Image Is Thumbnail - 1","Product Image Sort - 1","Product Image ID - 2","Product Image File - 2","Product Image Description - 2","Product Image Is Thumbnail - 2","Product Image Sort - 2","Product Image ID - 3","Product Image File - 3","Product Image Description - 3","Product Image Is Thumbnail - 3","Product Image Sort - 3","Product Image ID - 4","Product Image File - 4","Product Image Description - 4","Product Image Is Thumbnail - 4","Product Image Sort - 4","Product Image ID - 5","Product Image File - 5","Product Image Description - 5","Product Image Is Thumbnail - 5","Product Image Sort - 5","Product Image ID - 6","Product Image File - 6","Product Image Description - 6","Product Image Is Thumbnail - 6","Product Image Sort - 6","Product Image ID - 7","Product Image File - 7","Product Image Description - 7","Product Image Is Thumbnail - 7","Product Image Sort - 7","Product Image ID - 8","Product Image File - 8","Product Image Description - 8","Product Image Is Thumbnail - 8","Product Image Sort - 8","Product Image ID - 9","Product Image File - 9","Product Image Description - 9","Product Image Is Thumbnail - 9","Product Image Sort - 9","Product Image ID - 10","Product Image File - 10","Product Image Description - 10","Product Image Is Thumbnail - 10","Product Image Sort - 10","Search Keywords","Page Title","Meta Keywords","Meta Description","MYOB Asset Acct","MYOB Income Acct","MYOB Expense Acct","Product Condition","Show Product Condition?","Event Date Required?","Event Date Name","Event Date Is Limited?","Event Date Start Date","Event Date End Date","Sort Order","Product Tax Class","Product UPC/EAN","Stop Processing Rules","Product URL","Redirect Old URL?","Global Trade Item Number","Manufacturer Part Number","Tax Provider Tax Code","Product Custom Fields"
Product,1212,"Thetford Porta Potti Cassette Toilet Aqua Kem Chemicals Big 5 Saver Pack",P,THET5CHEM-B,,Thetford,,Right,"<h1>Thetford Porta Potti Toilet Chemicals Big 5 Pack&nbsp;<span style=""text-decoration: underline;""><br /></span></h1> <p>Available with Aqua Kem blue or green, the Thetford Big 5 Saver Pack contains all you need to keep the toilet and bathroom area of your caravan or motorhome clean and free of germs, as well as providing a big saving on your portable toilet chemicals&nbsp;&nbsp;</p> <h2>Aquakem Big 5 Saver Pack Option Includes:</h2> <ul> <li>1 x 2L Aquakem Blue or Green (select option)</li> <li>4 x Rolls Aquasoft</li> <li>1 x 1.5L Aqua Rinse</li> <li>1 x 1L Thetford Toilet Tank Cleaner</li> <li>1 x Thetford Bathroom Cleaner (500ml)</li> </ul> <p>&nbsp;</p>",35.95,0.00,0.00,0.00,0.0000,N,,0.1000,0.0000,0.0000,0.0000,Y,N,"The Porta Potti Toilet Chemicals Big 5 Pack Is In Stock And Sent Next Working Day",none,0,0,"Caravan, Campervan & Motorhome/Bathroom Equipment/Portable and Cassette Toilets;Caravan, Campervan & Motorhome;Caravan, Campervan & Motorhome/Bathroom Equipment/Portable and Cassette Toilets/Toilet Chemicals & Accessories",20240,c/595/THET5CHEM-Green-thetford-porta-potti-chemicals-triple-pack-concentrate-toilet-paper__43195.jpg,"Thetford Porta Potti Chemicals Big 5 Pack (Green option)",N,0,20241,r/522/THET5CHEM-Blue_2-thetford-porta-potti-chemicals-triple-pack-concentrate-toilet-paper__27884.jpg,"Thetford Porta Potti Chemicals Big 5 Pack (Blue option)",Y,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"thetford toilet chemicals, porta potti chemicals, aqua kem blue, aqua kem green,","Thetford Porta Potti Cassette Toilet Aqua Kem Chemicals Big 5 Pack","thetford toilet chemicals, porta potti chemicals, aqua kem blue, cassette, saver pack,","Thetford Porta Potti Toilet Aqua Kem Blue Cassette Chemicals Big 5 Pack SENT NEXT WORKING DAY",,,,New,N,N,,N,,,0,"Default Tax Class",0636156532838,N,/caravan-motorhome/thetford-porta-potti-cassette-toilet-aqua-kem-chemicals-big-5-saver-pack/,,,,,
Product,1213,"Thetford Toilet And Bathroom Cleaner 500ml",P,20565AK,,Thetford,,Right,"<h1>Thetford Toilet and Bathroom Cleaner 500ml</h1> <p>A powerful cleaning agent for your RV. The Thetford Bathroom Cleaner can be used to safely and easily clean all plastic surfaces in caravans and motorhomes, including Thetford toilets. The active foam removes calcium deposits, giving a fresh clean hygienic shine to those areas.</p>",5.95,0.00,0.00,0.00,0.0000,N,,0.0200,0.0000,0.0000,0.0000,Y,Y,"Thetford Toilet And Bathroom Cleaner is in Stock And Sent Via 2-3 Working Days Delivery","by product",23,0,"Caravan, Campervan & Motorhome/Bathroom Equipment/Portable and Cassette Toilets;Caravan, Campervan & Motorhome",11366,u/600/thetford-toilet-bathroom-cleaner-spray__37000.jpg,"Thetford Toilet And Bathroom Cleaner 500ml",Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"thetford, toilet, cleaner, spray","Thetford Toilet And Bathroom Cleaner spray","Thetford, toilet cleaner, bathroom cleaner, thetford spray, camping toilet cleaner, ","Thetford Toilet And Bathroom Cleaner 500ml SENT NEXT WORKING DAY",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/caravan/motorhome/thetford/toilet/bathroom/cleaner/500ml/,,,"20566AK (Pack of 9)",,
Product,1214,"Thetford Cassette Toilet and Porta Potti Bottom Tank Cleaner Caravan Motorhome",P,30312AK,,Thetford,,Right,"<h1>Thetford Toilet Cassette and Bottom Tank Cleaner (1 Litre)</h1> <p>Thetford Cassette Tank Cleaner is a powerful cleaning agent that cleans the inside of all Thetford toilet waste holding tanks. The Cassette/Bottom Tank Cleaner not only freshens up your tank, it removes stubborn calcium deposits that collect on moving parts and on the tank walls. Thetford Cassette Toilet Tank Cleaner has been specially developed for the periodic extra cleaning and maintenance of your Thetford Porta Potti toilets waste holding tank, for both the cassette caravan/motorhome range and regular camping toilets range.</p> <h2>Once you've finished your holiday clean the waste-holding tank with Thetford Cassette Tank Cleaner.</h2> <p>If you clean the tank regularly, the moving parts will keep functioning properly providing a longer product life. Tip 300ml Cassette Tank Cleaner into a rinsed out tank and fill it with approximately 5L of lukewarm water (works better). Shake the tank back and forth then leave it for at least 24 hours. After emptying, your waste-holding tank will be as good as new. Allow the tank to dry by leaving the blade open. Using Thetford Cassette Tank Cleaner before you store your camper, caravan or camping toilet for longer periods gives you a fresh start at the beginning of a new camping season.</p> <h3>Tip</h3> <p>Put the Thetford cleaner in the tank before your journey home, the movement of your vehicle will do the job of cleaning for you!</p> <h3>Benefits</h3> <ul> <li>By far the best waste-holding tank cleaning agent</li> <li>Prolongs tank life</li> <li>No scrubbing!</li> <li>Removes deposits easily</li> <li>Leaves behind a pleasant, clean scent</li> <li>Recommended use 2 to 3 times per year</li> </ul>",8.95,0.00,0.00,0.00,0.0000,N,,0.0200,0.0000,0.0000,0.0000,Y,N,"The Thetford Porta Potti Toilet Tank Cleaner Is sent via 2-3 working days delivery","by product",0,0,"Caravan, Campervan & Motorhome/Bathroom Equipment/Portable and Cassette Toilets;Caravan, Campervan & Motorhome/Bathroom Equipment/Portable and Cassette Toilets/Portable Toilets;Caravan, Campervan & Motorhome/Bathroom Equipment/Portable and Cassette Toilets/Cassette Toilets;Caravan, Campervan & Motorhome",3619,i/697/thetford_chemical_toilet_cassette_tank_cleaner__22884.jpg,"Thetford Porta Potti Cassette Toilet Tank Cleaner",Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"thetford toilet chemicals, porta potti chemicals, aqua kem blue, aqua kem green, toilet cleaner,","Thetford Cassette Chemicals Toilet Tank Cleaner Caravan Motorhome Camping","thetford toilet chemicals, porta potti chemicals, aqua kem blue, cassette, saver pack,","Thetford Cassette Porta Potti Toilet Tank Cleaner Caravan Motorhome SENT NEXT WORKING DAY",,,,New,N,N,,N,,,0,"Default Tax Class",8710315991314,N,/caravan/motorhome/thetford/cassette/toilet/tank/cleaner/,,,"30312AK (Pack of 12)",,
Product,1215,"Thetford Porta Potti Toilet Aqua Kem Chemicals Big 5 Saver Pack",P,THET5CHEM,,Thetford,"Thetford Big 5 Pack",Right,"<h1>Thetford Porta Potti Cassette Toilet Chemicals Big 5 Pack<span style=""text-decoration: underline;""><br /></span></h1> <p>The Thetford Big 5 Saver Pack contains all you need to keep the toilet and bathroom area of your caravan, motorhome clean and free of germs, as well as providing a big saving on your portable cassette toilet chemicals&nbsp; This package is available in an Aqua Kem Green or Aqua Kem Blue Option.&nbsp;&nbsp;</p> <h2>Aquakem Big 5 Saver Pack Option Includes:</h2> <ul> <li>1 x 0.75L Aquakem Pink Concentrate</li> <li>1 x 0.75L Aquakem Blue or Green Concentrate</li> <li>4 x Rolls Aquasoft</li> <li>1 x 0.75L Thetford Toilet Bowl Cleaner&nbsp;</li> <li>1 x Thetford Bathroom Cleaner (500ml)</li> </ul> <p>&nbsp;</p>",35.95,0.00,0.00,0.00,0.0000,N,,0.1000,0.0000,0.0000,0.0000,Y,Y,"The Porta Potti Cassette Toilet Chemicals Big 5 Pack Is In Stock And Sent Next Working Day","by option",12,0,"Caravan, Campervan & Motorhome/Bathroom Equipment/Portable and Cassette Toilets;Caravan, Campervan & Motorhome;Caravan, Campervan & Motorhome/Bathroom Equipment/Portable and Cassette Toilets/Toilet Chemicals & Accessories",20244,d/303/THET5CHEM-Blue_2-thetford-porta-potti-chemicals-triple-pack-concentrate-toilet-paper__33274.jpg,"Thetford Porta Potti Chemicals Big 5 Pack (Blue option)",Y,0,20243,p/972/THET5CHEM-Green-thetford-porta-potti-chemicals-triple-pack-concentrate-toilet-paper__62217.jpg,"Thetford Porta Potti Chemicals Big 5 Pack (Green option)",N,1,16231,o/423/7b398991-1ed6-46fd-999b-8930deff21cf__89546.jpg,"Thetford Toilet Bowl Cleaner",N,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"thetford toilet chemicals, porta potti chemicals, aqua kem blue, aqua kem green, big 5, toilet  bowl cleaner, ","Thetford Porta Potti Cassette Toilet Aqua Kem Chemicals Big 5 Pack","thetford toilet chemicals, porta potti chemicals, aqua kem green, cassette, saver pack,","Thetford Porta Potti Toilet Aqua Kem Green or Blue Cassette Chemicals Big 5 Pack SENT NEXT WORKING DAY",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/caravan-motorhome/thetford/porta-potti/toilet/aqua-kem/big-5/saver-pack/,,,,,
"  SKU",7162,"[RB]Choose Pack=Aqua Kem Blue Pack",,THET5CHEM-Blue,,,,,,35.95,0.00,,,,N,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  SKU",7163,"[RB]Choose Pack=Aqua Kem Green Pack",,THET5CHEM-Green,,,,,,38.95,0.00,,,,N,,,,,,,,,,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"  Rule",11868,,,THET5CHEM-Blue,,,,,,[FIXED]35.95,,,,,,,,,,,Y,Y,,,,,,,11868_source_1713436396.jpg,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
"  Rule",11869,,,THET5CHEM-Green,,,,,,[FIXED]38.95,,,,,,,,,,,Y,Y,,,,,,,11869_source_1713436409.jpg,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,
Product,1216,"Dometic L28TM Caravan Cabinet & Cupboard LED Light",P,9106500028,,Dometic,,Right,"<h1>Dometic L28TM Caravan Cabinet &amp; Cupboard LED Light</h1> <h3>Designed for custom use, the handy Dometic L28TM LED Light is ideal for use in enclosed storage compartments such as cabinets, cupboards or safes.</h3> <p>Battery powered with an extremely low consumption of power, the Dometic L28TM Cabinet &amp; Cupboard LED Light has a magnetic contact switch, is attached via an adhesive strip and generates minimal heat.</p> <p>&nbsp;</p>",6.50,0.00,0.00,0.00,0.0000,N,,0.1000,0.0000,0.0000,0.0000,N,N,"currently unavailable",none,0,0,"Caravan, Campervan & Motorhome/Electrical;Caravan, Campervan & Motorhome;Caravan, Campervan & Motorhome/Electrical/LED Lighting",3627,h/394/Dometic_L28TM_Light__59869.jpg,"Dometic L28TM Cabinet & Cupboard 12v LED Light (9106500028)",Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"L28TM, Cabinet, Cupboard, 12v, LED, Light, 9106500028, l 28tm, l 28 tm, ","Dometic L28TM Cabinet & Cupboard 12v LED Light (9106500028)","Dometic, L28TM, Cabinet, Cupboard, 12v, LED, Light, 9106500028, ","The Dometic L28TM Cabinet & Cupboard 12v LED Light is in stock & sent on a speedy Next Working Day delivery.",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/caravan-motorhome/dometic-l28tm-caravan-cabinet-cupboard-led-light/,,,,,"""Input voltage=4.5 volts DC"";""Output=0.1 watts"";Lamps=LED;Material=Plastic;""Dimensions (WxHxD)=30 x 65 x 25 mm"""
Product,1218,"Dometic L22TM Surface Mounted LED Caravan Spotlight",P,9106505257,,Dometic,,Right,"<h1>Dometic L22TM Surface Mounted LED Caravan Spotlight</h1> <p>Featuring real white glass and an ON / OFF switch, the Dometic L22TM Surface Mounted LED Spotlight is a stylish reading light which can be easily pivoted and swivelled for the optimum lighting.</p> <p>The Dometic L22TM Surface Mounted LED Caravan Spotlight generates minimal heat and has a very low power consumption.</p>",18.95,0.00,0.00,0.00,0.0000,N,,0.1000,0.0000,0.0000,0.0000,N,N,"Out Of Stock and Discontinued",none,0,0,"Caravan, Campervan & Motorhome/Electrical;Caravan, Campervan & Motorhome;Caravan, Campervan & Motorhome/Electrical/LED Lighting",3629,x/970/dometic_l22tm__76543.jpg,"Dometic L22TM Surface Mounted LED Caravan Spotlight (9106505257)",Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"L22TM, l 22 tm, l 22tm, Surface, Mounted, LED, Spotlight, spot, light, 9106505257,","Dometic L22TM Surface Mounted LED Caravan Spotlight (9106505257)","Dometic, L22TM, Surface, Mounted, LED, Caravan, Spotlight, 9106505257,","The Dometic L22TM Surface Mounted LED Caravan Spotlight is in stock & sent on a Next Working Day delivery.",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/caravan-motorhome/dometic-l22tm-surface-mounted-led-caravan-spotlight/,,,,,"""Input voltage=8 - 28 volts DC"";""Output=2 watts"";""Energy consumption=2.00 KWh / 1000 h"";""Energy class=A++"";""Luminous flux=160 lumen"";""Lifetime=50,000 h"";""Lamps=10 x LED G4"";""Light colour=3150 K (warm white)"";""Material=Metal, plastic, glass"";""Dimensions (WxHxD)=100 x 75 x 75 mm"""
Product,1220,"Remote Control 12V LED Lights Dimmer",P,G76162,,,,Right,"<h1>Remote Control 12V LED Lights Dimmer</h1> <p>Suitable for use with SMD flexi-strips and other LED lighting (such as spotlights or ceiling lamps), the Remote Control 12V LED Light Dimmer provides a convenient and easy solution for LED light adjustment in your caravan or motorhome.</p> <p>Consisting of a control box and remote control, the 12V LED Light Dimmer is a dimming system with four basic functions (on, off, brighter and darker) making it easy to set specific moods or to simply increase or decrease overall illumination in comfort.</p> <p>The main unit can be concealed in a cupboard, or electrical control panel, as signalling is by radio frequency, (R/F)</p> <p>Will handle up to a load of 8 amps total power consumption.</p> <p>Please note some led lights and replacement bulbs can <span style=""text-decoration: underline;""><em><strong>not</strong></em></span> be dimmed. Check with the manufacturer.</p>",24.95,0.00,0.00,0.00,0.0000,N,,0.1000,0.0000,0.0000,0.0000,Y,Y,,"by product",0,0,"Caravan, Campervan & Motorhome/Electrical;Caravan, Campervan & Motorhome;Caravan, Campervan & Motorhome/Electrical/LED Lighting",3632,i/634/Dometic_dimmer_remote__06494.jpg,"Remote Control 12V Single Light Dimmer ",Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Remote, Control, 12V, LED, led, Light, Dimmer, dimming, system, 9106504080, ffb. ","Remote Control 12V Caravan & Motorhome LED Light Dimmer (9106504080)","Remote, Control, 12V, Caravan, Motorhome, Campervan, Boat,LED, led, Light, Dimmer, 9106504080, dimming, system,","Remote Control 12V Caravan & Motorhome LED Light Dimmer is in stock & sent on a Next Working Day delivery.",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/caravan-motorhome/remote-control-12v-led-lights-dimmer/,,,9106504080,,"""Input voltage=12/24 volts"";""Load=8 A max."";""System=Practical push release terminal sockets for easy installation, functions: On / off / brighter / darker"";""Dimensions (WxHxD)=Control box: 290 x 35 x 50 mm"";""Supplied with=Control box and 1 Remote Control"""
Product,1221,"BERG Buzzy Kid’s Pedal Go Kart",P,243000,,Berg,,Right,"<h1>BERG&nbsp;Buzzy Kid&rsquo;s Pedal Go Kart</h1> <h3>Enjoy the buzz of your first pedal toy with the&nbsp;BERG Buzzy Kid&rsquo;s Pedal Go Kart!</h3> <p>Featuring a sensational yellow design which both boys and girls will love, the Berg Buzzy Go Kart is fun on four wheels (giving it much more stability than a tricycle) and has an adjustable handlebar and seat making it enjoyable for years to come, even through your inevitable growth spurts!</p> <p>With comfortable pedals which ensure your feet remain firmly put (even around the sharpest of corners) and super light riding supplied by whisper-quiet Eva tyres, the&nbsp;BERG Buzzy Kid&rsquo;s Pedal Go Kart is the perfect first vehicle for children aged 2-5 years to enjoy learning the first principles of cycling in both style and comfort.</p> <h3>BERG&nbsp;Buzzy Kid&rsquo;s Pedal Go Kart features</h3> <ul> <li>Whisper-quiet EVA tyres</li> <li>Adjustable seat</li> <li>Adjustable Handlebar</li> <li>Trains pedal principles and confidence</li> <li>Provides more stability than a tricycle</li> <li>Secure pedals keep little feet firmly in place</li> <li>Suitable for ages 2-5</li> <li>Suitable for indoor or outdoor use</li> </ul> <p><iframe src=""http://www.youtube.com/embed/tjWY0TcCWew?rel=0"" width=""609"" height=""501"" frameborder=""0""></iframe></p>",99.95,0.00,0.00,0.00,0.0000,N,"2 Years (Frame)",0.0100,0.0000,0.0000,0.0000,N,N,"Currently unavailable","by product",0,0,"Toys & Outdoor Play/Pedal Go Karts",3637,g/354/berg_buzzy_child__99384.jpg,"Berg Buzzy Kid’s Pedal Go Kart (24.30.00)",N,0,3636,w/611/berg_buzzy_pers__88649.jpg,,Y,1,3633,a/909/berg_buzzy_seat__27657.jpg,"With an adjustable seat and handlebars",N,2,3635,e/820/berg_buzzy_side__85488.jpg,,N,3,3634,x/733/berg_buzzy_front__28348.jpg,,N,4,,,,,,,,,,,,,,,,,,,,,,,,,,"Buzzy, Kids, Childrens, Pedal, Go Kart, Go Cart, 243000, Kart, Cart, ","Berg Buzzy Kid’s Pedal 2-5 Years Yellow Adjustable Go Kart (243000)","Berg, Buzzy, Kids, Childrens, Pedal, 2-5 Years, Yellow, Adjustable, Go Kart, 243000,","The Berg Buzzy Kid's Pedal Adjustable Go Kart is in stock and sent on a speedy Next Working Day delivery!",,,,New,N,N,,N,,,0,"Default Tax Class",8715839042092,N,/toys-outdoor-play/pedal-go-karts/berg-buzzy-kids-pedal-go-kart/,,8715839042092,243000,,"""Dimensions (L x W x H)=83 x 49 x 50 cm"";""Product Weight=7kg"";""Max. User Weight=30 kg"";Tyres=Eva;Handlebar=Adjustable;Seat=Adjustable"
Product,1222,"BERG Buzzy Fiat 500 Children's Pedal Go Kart",P,243010,,Berg,,Right,"<h1>BERG&nbsp;Buzzy Fiat 500 Children's Pedal Go Kart</h1> <p>Officially licensed by Fiat, the&nbsp;BERG Buzzy Fiat 500 Children's Pedal Go Kart features a standout sporty design which both boys and girls will adore and is the coolest first vehicle a kid can enjoy learning the first principles of pedalling on!</p> <p>Providing more stability than a tricycle thanks to its sturdy 4 wheels, the Berg Buzzy Fiat 500 Children&rsquo;s Pedal Go Kart also features an adjustable steering wheel and seat (so that it can grow as you grow!), whisper quiet Eva tyres and comfortable pedals developed to ensure that little feet stay put on this super light ride &ndash; even when speeding around the sharpest of corners!</p> <h3>BERG&nbsp;Buzzy Fiat 500 Children's Pedal Go Kart features</h3> <ul type=""disc""> <li>Official Fiat branding</li> <li>Whisper-quiet EVA tyres</li> <li>Adjustable seat</li> <li>Adjustable Handlebar</li> <li>Trains pedal principles and confidence</li> <li>Provides more stability than a tricycle</li> <li>Secure pedals keep little feet firmly in place</li> <li>Suitable for ages 2-5</li> </ul> <p><iframe src=""http://www.youtube.com/embed/6W_aBa8-MGw?rel=0"" width=""619"" height=""510"" frameborder=""0""></iframe></p>",120.00,0.00,0.00,0.00,0.0000,N,,0.0100,0.0000,0.0000,0.0000,N,N,"Currently unavailable",none,0,0,"Toys & Outdoor Play/Pedal Go Karts",3644,c/645/Full_Fiat_500_1__29600.png,"Berg Buzzy Fiat 500 Children's Pedal Go Kart (243010)",Y,0,3643,e/810/buzzy_side_view__33075.png,,N,1,3648,x/918/steer_detail__85760.png,"Buzzy Fiat 500 Go Kart Steering Wheel Detail",N,2,3640,p/463/Buzzy_front__01986.jpg,,N,3,3645,r/713/berg_buzzy_fiat_500_field_fun__89085.jpg,,N,4,3642,r/065/berg_buzzy_fiat_500_flowers__77323.jpg,,N,5,3638,n/292/berg_buzzy_fiat_500_little_g__84937.jpg,,N,6,3647,d/645/berg_buzzy_fiat_500_unisex__95012.jpg,,N,7,3641,e/480/berg_buzzy_fiat_boy__88881.jpg,,N,8,,,,,,"Buzzy, Fiat, 500, Pedal, Go Kart, Go Cart, Kart, cart, 243010,","Berg Buzzy Fiat 500 Children's Toddler Ride-On Pedal Go Kart (243010)","Berg, Buzzy, Fiat 500, Fiat, Toddler, Kids, Childrens, Ride-On, Pedal, Go Kart, Go Cart, 243010,","The Berg Buzzy Fiat 500 Children's Toddler Ride-On Pedal Go Kart is in stock & sent on a 1-2 working day delivery!",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/toys-outdoor-play/pedal-go-karts/berg-buzzy-fiat-500-childrens-pedal-go-kart/,,,243010,,"""Dimensions (L x W x H):=82.5 x 48.5 x 49.5cm"";""Product Weight=7kg"";""Max. User Weight=30 kg"";Tyres=Eva;""Steering Wheel=Adjustable"";Seat=Adjustable"
Product,1223,"BERG Compact Pink BFR Kid's Pedal Go Kart",P,073002,,Berg,,Right,"<h1>BERG&nbsp;Compact Pink BFR Kid's Pedal Go Kart</h1> <p>The ultimate Kid&rsquo;s pedal Go Kart in a supremely cool pink design which girls will love to ride with pride, the Berg Compact Pink BFR Pedal Go Kart isn&rsquo;t just a pretty face but is packed full of smart features and an adjustable design so that children from 5 years can enjoy it for years and years to come!</p> <h3>An adjustable, nimble and reassuringly stable Go Kart</h3> <p>Ensuring that this Go Kart can still be enjoyed through every childhood grow spurt for years and years of fun, the Berg Compact Pink BFR Kid&rsquo;s Pedal Go Kart has an easily adjustable seat. Whilst it&rsquo;s robust and sturdy design ensures for a reassuringly stable ride, it&rsquo;s compact design provides easy manoeuvrability (tear round corners easily!) and storage.</p> <h3>Supplied with pneumatic tyres and the unique&nbsp;BERG BFR system</h3> <p>With the BFR (brake freewheel) system, the Berg Compact Pink BFR Kid's Pedal Go Kart gives you the freedom to pedal forwards, brake and after standing still, pedal backwards without changing gear whilst a swing axle means that all 4 of the quiet pneumatic rubber tyres will remain on the ground even when you&rsquo;re on an uneven surface.</p> <h3>BERG&nbsp;Compact Pink Pedal Go Kart features</h3> <ul> <li>Suitable for both kids and adults (aged from 5 to 99!)</li> <li>Adjustable sports seat (up to 6 positions)</li> <li>BFR system (pedal forwards or in reverse)</li> <li>Accurate steering thanks to double ball bearing steering mechanism</li> <li>Parking brake</li> <li>Can be easily added to with many Berg accessories!</li> <li>CE tested</li> <li>Compact design for easy storage and manoeuvrability</li> </ul> <p><iframe src=""http://www.youtube.com/embed/h2LVeoDrJcg?rel=0"" width=""603"" height=""496"" frameborder=""0""></iframe></p> <p><iframe src=""http://www.youtube.com/embed/ht5kAa6X-hQ?rel=0"" width=""603"" height=""496"" frameborder=""0""></iframe></p>",329.00,0.00,0.00,0.00,0.0000,N,"2 Years (Performance)",0.0100,0.0000,0.0000,0.0000,N,N,"Currently unavailable",none,0,0,"Toys & Outdoor Play/Pedal Go Karts",3653,f/154/0010614_kart_berg_compact_pink_bfr__21359.png,"Berg Compact Pink BFR Kid's Pedal Go Kart (073002)",Y,0,3650,b/957/berg_compact_pink_front__22717.png,"Berg Compact Pink BFR Go Kart Front View",N,1,3655,c/849/berg_compact_pink_back__35949.png,"Berg Compact Pink BFR Go Kart Back View",N,2,3649,k/608/compact_pink_girl_1__97279.jpg,,N,3,3656,i/275/compact_pink_girl_3__68536.jpg,,N,4,3652,x/489/compact_pink_girl_2__90830.jpg,,N,5,,,,,,,,,,,,,,,,,,,,,"Compact, Pink, BFR, Pedal, Go Kart, go cart, 073002, Girls,","Berg Compact Pink BFR Kid's Pedal Ride On Girls Go Kart (073002)","Berg, Compact, Pink, BFR, Kids, Childrens, Pedal, Ride On, Girls, Go Kart, 073002,","The Berg Compact Pink BFR Kid's Pedal Girls Go Kart is in stock & sent on a 1-2 working day delivery!",,,,New,N,N,,N,,,0,"Default Tax Class",8715839048100,N,/toys-outdoor-play/pedal-go-karts/berg-compact-pink-bfr-kids-pedal-go-kart/,,8715839048100,073002,,"""Dimensions (L x W x H)=140 x 75 x 81cm"";""Product Weight=34 kg"";""Max. User Weight=80 kg"";""Adjustable Seat=Yes (6 Positions)"";""Suitable for ages=5+"""
