"Item Type","Product ID","Product Name","Product Type","Product Code/SKU","Bin Picking Number","Brand Name","Option Set","Option Set Align","Product Description",Price,"Cost Price","Retail Price","Sale Price","Fixed Shipping Cost","Free Shipping","Product Warranty","Product Weight","Product Width","Product Height","Product Depth","Allow Purchases?","Product Visible?","Product Availability","Track Inventory","Current Stock Level","Low Stock Level",Category,"Product Image ID - 1","Product Image File - 1","Product Image Description - 1","Product Image Is Thumbnail - 1","Product Image Sort - 1","Product Image ID - 2","Product Image File - 2","Product Image Description - 2","Product Image Is Thumbnail - 2","Product Image Sort - 2","Product Image ID - 3","Product Image File - 3","Product Image Description - 3","Product Image Is Thumbnail - 3","Product Image Sort - 3","Product Image ID - 4","Product Image File - 4","Product Image Description - 4","Product Image Is Thumbnail - 4","Product Image Sort - 4","Product Image ID - 5","Product Image File - 5","Product Image Description - 5","Product Image Is Thumbnail - 5","Product Image Sort - 5","Product Image ID - 6","Product Image File - 6","Product Image Description - 6","Product Image Is Thumbnail - 6","Product Image Sort - 6","Product Image ID - 7","Product Image File - 7","Product Image Description - 7","Product Image Is Thumbnail - 7","Product Image Sort - 7","Product Image ID - 8","Product Image File - 8","Product Image Description - 8","Product Image Is Thumbnail - 8","Product Image Sort - 8","Product Image ID - 9","Product Image File - 9","Product Image Description - 9","Product Image Is Thumbnail - 9","Product Image Sort - 9","Product Image ID - 10","Product Image File - 10","Product Image Description - 10","Product Image Is Thumbnail - 10","Product Image Sort - 10","Search Keywords","Page Title","Meta Keywords","Meta Description","MYOB Asset Acct","MYOB Income Acct","MYOB Expense Acct","Product Condition","Show Product Condition?","Event Date Required?","Event Date Name","Event Date Is Limited?","Event Date Start Date","Event Date End Date","Sort Order","Product Tax Class","Product UPC/EAN","Stop Processing Rules","Product URL","Redirect Old URL?","Global Trade Item Number","Manufacturer Part Number","Tax Provider Tax Code","Product Custom Fields"
Product,1127,"Lumo LED19 Josh Caravan Down Light 2W",P,F2625,,Lumo,,Right,"<h1>Lumo LED19 Josh 2watt Caravan Down Light 2W</h1> <h2 style=""text-align: justify;"">Surface mounted, 60mm diameter x just 6mm profile!</h2> <p style=""text-align: justify;"">The Lumo LED19 Josh DownLite 2W Caravan Light is a surface-mounted down light with a powerful beam.&nbsp; Simple installation and very 'Low profile' The powerful bright 19 led in pure white,&nbsp; making it perfect for surface mounting or recessed into carpet lining or trim.</p> <h3 style=""text-align: justify;"">Fitted using screw mount or adhesive</h3> <p style=""text-align: justify;"">The light features a notch in the side of the base for the lead which can also be hidden in the carpet lining. The lead can be fed out to the back of the mount or taken away from the side of the light.&nbsp; The Josh <em>Caravan down light</em> comes complete with the choice of 2 x screw mount or double sided precut adhesive pad. Suitable for our Dometic or CBE dimmer controls.</p>",14.95,0.00,0.00,0.00,0.0000,N,,0.1000,0.0000,0.0000,0.0000,Y,N,"This led caravan down light is no longer available","by product",0,0,"Caravan, Campervan & Motorhome/Electrical;Caravan, Campervan & Motorhome;Caravan, Campervan & Motorhome/Electrical/LED Lighting",3614,c/530/lumo_led19__97555.jpg,"Lumo LED19 Josh DownLite 2W Caravan Light (F2625)",Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LED19, LED, 19, Josh, DownLite, down, 2W, Light, F2625,","Lumo LED19 Josh 2W Caravan & Motorhome Down Light (F2625)","Lumo, LED19, Josh, Caravan down light, Motorhome, Light, F2625,","The Lumo LED19 Josh DownLite 2W Caravan & Motorhome Light is in stock & sent on a Next Working Day delivery!",,,,New,N,N,,N,,,0,"Default Tax Class",5037165326251,N,/caravan-motorhome/lumo-led19-josh-caravan-down-light-2w/,,," F2625",,
Product,1128,"Lumo LED01 Ciara Eyeball Caravan Downlight",P,F2556,,Lumo,,Right,"<h1>Lumo LED01 Ciara Eyeball Caravan Downlight</h1> <p>Fully adjustable and incredibly stylish, the Lumo LED01 Ciara Eyeball Caravan Downlight is a surface-mounted, switch operated spot light with a distinctive look and a powerful warm beam.</p> <h3>Lumo LED01 Ciara Eyeball Caravan Downlight Dimensions (mm)</h3> <p><img class=""__mce_add_custom__"" style=""display: block; margin-left: auto; margin-right: auto;"" title=""ciara.jpg"" src=""https://cdn11.bigcommerce.com/s-fkhd5nhp/product_images/uploaded_images/ciara.jpg"" alt=""ciara.jpg"" width=""595"" height=""290"" /></p>",24.95,0.00,0.00,0.00,0.0000,N,,0.1000,0.0000,0.0000,0.0000,N,N,Discontinued!,none,0,0,"Caravan, Campervan & Motorhome/Electrical;Caravan, Campervan & Motorhome;Caravan, Campervan & Motorhome/Electrical/LED Lighting",3352,i/244/ciara_big__03780.jpg,"Lumo LED01 Ciara Eyeball Caravan Downlight (F2555)",Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LED01, LED, 01, Ciara, Eyeball, Downlight, Down, Light, F2555,","Lumo LED01 Ciara Eyeball Caravan & Motorhome Downlight (F2555)","Lumo, LED01, LED, 01, Ciara, Eyeball, Caravan, Downlight, Down, Light, F2555,","The Lumo LED01 Ciara Eyeball Caravan & Motorhome Downlight is in stock & sent on a Next Working Day delivery!",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/caravan-motorhome/lumo-led01-ciara-eyeball-caravan-downlight/,,,,,
Product,1129,"Lumo 01A LED DownLite 1.0W Caravan Recessed Light",P,F2448,,Lumo,,Right,"<h1>Lumo 01A LED DownLite 1.0W Caravan Recessed Light</h1> <p>Combining energy efficiency with a powerful warm LED beam, the Lumo 01A DownLite 1.0W Light is an easy to install, recessed aluminium down light. With high output 1 watt LEDs, the Lumo 01A DownLite offers a substantially long life as well as providing durability and vibration resistance, perfect for motorhomes and caravans.</p> <h3>Lumo 01A LED DownLite 1.0W Caravan Recessed Light Dimensions (mm)</h3> <p><img class=""__mce_add_custom__"" style=""display: block; margin-left: auto; margin-right: auto;"" title=""01a-downlite-dim.jpg"" src=""https://cdn11.bigcommerce.com/s-fkhd5nhp/product_images/uploaded_images/01a-downlite-dim.jpg"" alt=""01a-downlite-dim.jpg"" width=""362"" height=""448"" /></p>",9.95,0.00,0.00,0.00,0.0000,N,,0.1000,0.0000,0.0000,0.0000,Y,N,Discontinued,"by product",26,0,"Caravan, Campervan & Motorhome/Electrical;Caravan, Campervan & Motorhome;Caravan, Campervan & Motorhome/Electrical/LED Lighting",3523,w/498/LED_Downlite_LED01DA__79021.jpg,,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"01A, LED, DownLite, 1.5W, Recessed, Light, F2448,","Lumo 01A LED DownLite 1.5W Caravan & Motorhome Recessed Light (F2448)","Lumo, 01A, LED, DownLite, 1.5W, Caravan, Motorhome, Recessed, Light, F2448, Down,","The Lumo 01A LED DownLite 1.5W Caravan & Motorhome Recessed Light is in stock & sent on a Next Working Day delivery!",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/caravan-motorhome/lumo-01a-led-downlite-1-0w-caravan-recessed-light/,,,F2448,,"""Wattage=1W LED"";""Voltage=10-14V dc only"";Consumption=<150mA;""Lamp=1W white LED"";""Light output=>50Lm"";Construction=Alluminium"
Product,1132,"Lumo LED75 Touch CeilingLite Caravan Light",P,F2634,,Lumo,,Right,"<h1>Lumo LED75 Touch CeilingLite Motorhome Light</h1> <p>The convenient Lumo LED75 Touch CeilingLite Caravan Light features an innovative design with touch sensitive On / Off switching and adjustable brightness which can be increased with each touch.</p> <p>The Lumo LED75 CeilingLite Caravan Light features a modern design, energy efficient LED lighting and is suitable for ceiling mounting.</p> <p>Be aware that this product has a blue light which stays on permanently to locate the touch point in the dark, drawing roughly 20Mah</p> <p>&nbsp;</p> <p>Low consumption</p> <p>Low heat output</p> <p>Settings; Touch 1 1.1 watts, 100 lumens</p> <p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Touch 2 2.1 watts, 270 lumens</p> <p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Touch 3 3.2 watts 420, lumens</p> <p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 150mm Diameter</p> <p>&nbsp;</p> <p>&nbsp;</p>",28.95,0.00,0.00,0.00,0.0000,N,,0.1000,0.0000,0.0000,0.0000,Y,N,"In stock & sent on a Next Working Day delivery!","by product",0,0,"Caravan, Campervan & Motorhome/Electrical;Caravan, Campervan & Motorhome;Caravan, Campervan & Motorhome/Electrical/LED Lighting",5958,o/950/LED21_ceilinglite__36394.1414425367.1280.1280__10812.jpg,"Lumo LED75 Touch CeilingLite Motorhome Light (F2634)",Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LED75, Touch, CeilingLite, ceiling, lite, Motorhome, Light, F2634,","Lumo LED75 Touch CeilingLite Motorhome & Caravan Light (F2634)","Lumo, LED75, Touch, CeilingLite, Motorhome, Caravan, Light, F2634, Ceiling,","The Lumo LED75 Touch CeilingLite Motorhome & Caravan Light is in stock & sent on a Next Working Day delivery!",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/caravan-motorhome/lumo-led75-touch-ceilinglite-caravan-light/,,,,,
Product,1133,"Lumo LED30 Theo Awning StripLite Exterior Caravan Light",P,F2609,,Lumo,,Right,"<h1>Lumo LED30 Theo Awning StripLite Exterior Caravan Light</h1> <p>The Lumo LED30 Theo Awning StripLite Caravan Light is a waterproof exterior fixture suitable for the outside of caravans and motorhomes.</p> <p><strong>Please note</strong>: Observe polarity.</p>",22.95,0.00,0.00,0.00,0.0000,N,,0.1000,0.0000,0.0000,0.0000,N,N,DISCONTINUED,none,0,0,"Caravan, Campervan & Motorhome/Electrical;Caravan, Campervan & Motorhome;Caravan, Campervan & Motorhome/Electrical/LED Lighting",3513,k/252/LED30_Awning_Striplite__58155.jpg,"Lumo LED30 Theo Awning StripLite Caravan Light (F2609)",Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LED30, Theo, Awning, StripLite, Strip, LED, 30, Light, F2609, Lite,","Lumo LED30 Theo Awning StripLite Caravan & Motorhome Strip Light (F2609)","Lumo, LED30, Theo, Awning, StripLite, Strip, Lite, LED, Caravan, Light, F2609,","The Lumo LED30 Theo Awning StripLite Caravan & Motorhome Strip Light is in stock & sent on a Next Working Day delivery!",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/caravan-motorhome/lumo-led30-theo-awning-striplite-exterior-caravan-light/,,,F2609,,"""Wattage=3.6W LED"";""Voltage=10-14V dc only"";Consumption=<300mA;""Lamp=30 x white LEDs"";""Light output=>50Lm"""
Product,1137,"Lumo LED01 1.0W SpotLite Caravan Spot Light",P,F2482,,Lumo,,Right,"<h1>Lumo LED01 1.0W SpotLite Caravan Spot Light</h1> <p>Designed for stylish lighting in your caravan and motorhome, the Lumo LED01 1.0W SpotLite Caravan Spot Light is a switch operated metal spot light with a powerful cool beam.</p> <p>Long lasting, high output 1 Watt LEDs provide vibration resistant light with a low power consumption making the Lumo LED01 1.0W Spot Light ideal for caravans and motorhomes. &nbsp;</p> <h3>Lumo LED01 1.0W SpotLite Caravan Spot Light Dimensions (mm)</h3> <p><img class=""__mce_add_custom__"" style=""display: block; margin-left: auto; margin-right: auto;"" title=""spot-dim.jpg"" src=""https://cdn11.bigcommerce.com/s-fkhd5nhp/product_images/uploaded_images/spot-dim.jpg"" alt=""spot-dim.jpg"" width=""357"" height=""677"" /></p> <p>&nbsp;</p> <p>&nbsp;</p>",23.95,0.00,0.00,15.95,0.0000,N,,0.1000,0.0000,0.0000,0.0000,Y,Y,"Sent on a Next Working Day delivery!","by product",25,0,"Caravan, Campervan & Motorhome/Electrical;Caravan, Campervan & Motorhome;Caravan, Campervan & Motorhome/Electrical/LED Lighting",3613,c/868/LED01_spotlight_chrome__23145.jpg,"Lumo LED01 1.0W SpotLite Caravan Spot Light (F2482)",Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LED01, 1.0W, SpotLite, LED, 01, Spot, Light,","Lumo LED01 1.0W SpotLite Caravan & Motorhome Spot Light (F2482)","Lumo, LED01, LED, 1.0W, SpotLite, Caravan, Motorhome, Spot, Light, F2482,","The Lumo LED01 1.0W SpotLite Caravan Spot Light is in stock & sent on a Next Working Day delivery.",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/caravan-motorhome/lumo-led01-1-0w-spotlite-caravan-spot-light/,,,F2482,,"""Wattage=1W LED"";""Voltage=10-14V dc only"";Consumption=<150mA;""Lamp=1W white LED"";""Light output=>50Lm"""
Product,1138,"Maxview Vudome Semi-Automatic Caravan/Motorhome Satellite System",P,MXL004,,Maxview,,Right,"<h1>Maxview Vudome Semi-Automatic Caravan Satellite System</h1> <h3>Where are you going on holiday? What do you want to watch? This system allows you to receive UK channels in every part of the UK and parts of Europe!<br /><strong><br />Features</strong>:</h3> <ul> <li>Use the Remote to rotate the dish inside the dome until the signal is found in less than 2 minutes. All from the comfort of inside your vehicle (Note that this product is not self seeking).</li> <li>The remote will continue to operate the Vudome up to a distance of 15mtrs.</li> <li>Self levelling system ensures fastest set up speeds when arriving on site.</li> <li>Dome design</li> <li>Works with any UK satellite receivers (not included. Please see our satellite receiver products for options)</li> <li>This product is compatible with your own SKY + and HD box, alternativley, you can select one of our free to view satellite receivers.</li> </ul>",539.00,0.00,0.00,0.00,0.0000,N,,8.2000,0.0000,0.0000,0.0000,Y,N,"Maxview Vudome-Semi Automatic Satellite System is in stock & sent on a Next Working Day delivery,","by product",0,0,"Caravan, Campervan & Motorhome;Caravan, Campervan & Motorhome/Electrical/TVs, Aerial and WiFi/Satellite Systems;Caravan, Campervan & Motorhome/Electrical/TVs, Aerial and WiFi/Satellite Systems/Fitted Manual",3366,y/243/VuDome__42385.jpg,,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MXL004, Vudome, satellite, TV, system, semi-automatic,","Maxview VuDome Semi-Automatic Caravan/Motorhome Satellite System (MXL004)","Maxview, Vudome, Semi Automatic, Caravan, Motorhome, Satellite, System, caravan, motorhome, MXL004,","The Maxview VuDome Semi-Automatic Caravan Satellite System is in stock & sent on a Next Working Day delivery.",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/caravan-motorhome/maxview-vudome-semi-automatic-caravan-motorhome-satellite-system/,,MXL004,MXL004,,
Product,1139,"Lumo LED01 FlexNeck 1.0W Flexible Caravan Spot Light",P,F2488,,Lumo,,Right,"<h1>Lumo LED01 FlexSpot 1.0W Flexible Caravan Spot Light</h1> <p>Featuring an adjustable goose-neck arrangement which allows for the spot light to be quickly and easily directed, the Lumo LED01 FlexSpot 1.0W Flexible Caravan Spot Light features a powerful cool beam and is perfect as a bedside or reading lamp.</p> <p>The Lumo LED01 FlexSpot 1.0W Flexible Spot Light has high output 1 watt LEDs with low power consumption, extremely long lifespans and vibration resistance making them ideal for use in motorhomes and caravans.</p> <h3>Lumo LED01 FlexSpot 1.0W Flexible Caravan Spot Light Dimensions (mm)</h3> <p><img class=""__mce_add_custom__"" style=""display: block; margin-left: auto; margin-right: auto;"" title=""flexspot-dim.jpg"" src=""https://cdn11.bigcommerce.com/s-fkhd5nhp/product_images/uploaded_images/flexspot-dim.jpg"" alt=""flexspot-dim.jpg"" width=""270"" height=""781"" /></p>",28.95,0.00,0.00,0.00,0.0000,N,,0.1000,0.0000,0.0000,0.0000,N,N,"Sent on a Next Working Day delivery!",none,0,0,"Caravan, Campervan & Motorhome/Electrical;Caravan, Campervan & Motorhome;Caravan, Campervan & Motorhome/Electrical/LED Lighting",3500,q/184/led01_flexneck__97888.jpg,"Lumo LED01 FlexSpot 1.0W Flexible Caravan Spot Light",Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LED01, FlexSpot, 1.0W, Flexible, Spot, Light, Lamp,","Lumo LED01 FlexNeck 1.0W Flexible Caravan Spot Light (F2488)","Lumo, LED01, Flexneck, FlexSpot, 1.0W, Flexible, Caravan, Motorhome, Spot, Light, F2488,","The Lumo LED01 FlexNeck 1.0W Flexible Caravan Spot Light is in stock and sent on a Next Working Day delivery!",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/caravan-motorhome/lumo-led01-flexneck-1-0w-flexible-caravan-spot-light/,,,F2488,,"""Wattage=1W LED"";""Voltage=10-14V dc only"";Consumption=<150mA;""Lamp=1W white LED"";""Light output=>50lm"";""Construction=Plated steel and aluminium"""
Product,1140,"Lumo EyeLite Caravan Click Switch Lens Light",P,F2302R,,Lumo,,Right,"<h1>Lumo EyeLite Caravan Click Switch Lens Light</h1> <p>An oval shaped courtesy light with a safe, practical click-switch lens, the Lumo EyeLite Caravan Light is ideal for use as a reading light for the kids, entrance lamp or even bathroom mirror light and features a novel, satin coloured stylish design and is suitable for recess fit or surface mount. This light is a sealed unit with no access to the Halogen bulb.</p> <p><strong>Download: <a href=""https://www.jacksonsleisure.com/content/pdf/lumo/LumoEyeLite.pdf"">Lumo EyeLite Caravan Click Switch Lens Light PDF</a></strong></p>",14.95,0.00,0.00,0.00,0.0000,N,,0.1000,0.0000,0.0000,0.0000,N,N,DISCONTINUED,none,0,0,"Caravan, Campervan & Motorhome/Electrical;Caravan, Campervan & Motorhome;Caravan, Campervan & Motorhome/Electrical/LED Lighting",3504,z/218/Eyelite_Satin__01494.jpg,"Eyelight 12v Light",Y,0,3363,q/210/EyeLite_WhiteRecess_Satin_300x300__74919.jpg,,N,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"EyeLite, eye, lite, Click Switch, Light, Lamp, F2302R,","Lumo EyeLite Caravan & Motorhome Click Switch Lens Light (F2302R)","Lumo, EyeLite, Click Switch Lens, Caravan, Motorhome, Light, F2302R,","The Lumo EyeLite Caravan & Motorhome Click Switch Lens Light is in stock & sent on a Next Working Day delivery.",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/caravan-motorhome/lumo-eyelite-caravan-click-switch-lens-light/,,,,,"Wattage=5W;""Running Voltage=9 - 13.5V"";""Nominal Consumption=425mA"";""Lamp Type=5W Wedge Based (12v)"";""Light Output=501m"";""Construction (Diffuser)=PC"";""Construction (Chassis)=PC"""
Product,1142,"Lumo LED 28 Crown Chrome Caravan Motorhome 12 Volt Ceiling Light",P,F2088,,Lumo,,Right,"<h1>Lumo LED 28 Crown Chrome Effect Caravan Motorhome Ceiling Light</h1> <p>An easy to install, switched LED light for caravans and motorhomes, the Lumo Crown Chrome Ceiling Light is a stylish, compact light utilising the energy efficient, durable and long lasting lighting power of LEDs, 28 SMD's using only 4 Watts.&nbsp;</p> <p><strong>Please note:</strong> to keep the price down this Lumo light does not come in a retail package, the Lumo Label (sticker) is on the inside of the unit, nor does it come with screws or any instructions.</p> <h3>Lumo LED 28 Crown Chrome Caravan Motorhome Ceiling Light Dimensions</h3> <p><img class=""__mce_add_custom__"" style=""display: block; margin-left: auto; margin-right: auto;"" title=""crowndim.jpg"" src=""https://cdn11.bigcommerce.com/s-fkhd5nhp/product_images/uploaded_images/crowndim.jpg"" alt=""crowndim.jpg"" width=""288"" height=""364"" /></p>",38.95,0.00,0.00,0.00,0.0000,N,,0.1000,0.0000,0.0000,0.0000,N,N,"The Lumo LED 28 Crown Light (F2088) has been discontinued",none,0,0,"Caravan, Campervan & Motorhome/Electrical;Caravan, Campervan & Motorhome;Caravan, Campervan & Motorhome/Electrical/LED Lighting",3744,b/782/2000Series_Crown__22902.jpg,"Lumo Crown 3.5W Chrome Effect Caravan Motorhome Ceiling Light (F2088)",Y,0,3748,c/814/lumo_crown_diagram__96087.jpg,"Lumo Crown 3.5W Chrome Effect Caravan Motorhome Ceiling Light Dimensions",N,1,3749,v/973/lumo_crown_2__02850.jpg,,N,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Crown, LED, LED 28, LED28, chrome, Ceiling, Light, F2088,","Lumo Crown LED 28 4W Chrome Caravan & Motorhome Ceiling Light","Lumo, Crown, Chrome, Caravan, Motorhome, Ceiling, Light, F2088, Lamp, LED, ","The Lumo Crown LED 28 4W Satin Caravan & Motorhome Ceiling Light is in stock & sent on a Next Working Day delivery.",,,,New,N,N,,N,,,0,"Default Tax Class",0639725999926,N,/caravan-motorhome/lumo-led-28-crown-chrome-caravan-motorhome-12-volt-ceiling-light/,,0639725999926,F2088,,"Power=12v;""Running Voltage=9-15v"";""Lamp Watts=4w"";""Nominal Consumption=460mA"";""Reverse Polarity Protection=Yes"";""Lamp Colour=Warm White"";""Lamp Output=290lm"";""Construction (Diffuser)=HIPS"";""Construction (Chassis)=HIPS"";""Warranty=2 Year Return to base"""
Product,1144,"Kettler Barcelona Kid's Pedal Go Kart",P,T01055-0000,,Kettler,,Right,"<h1>Kettler Barcelona Kid's Pedal Go Kart (special Christmas offer while existing limited stocks last)</h1> <p>Designed for older children, the Kettler Barcelona Kid&rsquo;s Pedal Go Kart combines a sleek design with high performance and lots of fun!</p> <p>Featuring an impact absorption adjustable seat, dual rear handbrake and solid rubber tyres, the Kettler Barcelona Kid&rsquo;s Pedal Go Kart also has a freewheel facility meaning that the pedals won&rsquo;t move (and get in the way of your legs) on the occasions that mum or dad fancies pushing you around in your Go Kart!</p> <h3>Kettler Barcelona Kid&rsquo;s Pedal Go Kart Features</h3> <ul> <li>Impact absorption seat</li> <li>Easy to adjust seat</li> <li>Solid rubber tyres</li> <li>Freewheel facility</li> <li>Dual rear handbreak</li> <li>Suitable for children aged 5-10 years (height range guide 110-140cm)</li> <li>Self-assembly</li> <li>Engineered&nbsp;in Germany</li> </ul>",269.95,0.00,0.00,0.00,0.0000,N,,0.0100,0.0000,0.0000,0.0000,N,N,"Out of Stock",none,0,0,"Toys & Outdoor Play/Pedal Go Karts",3701,s/307/Barcelona_Go_Kart__70796.jpg,"Kettler Barcelona Kid's Pedal Go Kart (T01055-0000)",Y,0,3370,z/569/barcelona1__56008.jpg,,N,1,3371,k/895/barcelona2__31710.jpg,"Dual Action Break",N,2,3372,z/250/barcelona4__61573.jpg,"Easy to adjust seat (no tools required!)",N,3,3373,u/225/barcelona3__36489.jpg,"Rubber Tyres",N,4,3374,a/012/barcelona5__57569.jpg,"Freewheel Facility so that mum and dad can push you around in your Go Kart without moving the pedals!",N,5,,,,,,,,,,,,,,,,,,,,,"Kettler, Barcelona, Pedal, Go, Kart, T01055-0000, kettcar,","Kettler Barcelona Kid's Pedal Go Kart (T01055-0000)","Kettler, Barcelona, Kid's, Children's, Pedal, Go, Kart, T01055-0000, ","The Kettler Barcelona Kid's Pedal Go Kart is in stock & sent on a speedy Next Working Day delivery!",,,,New,N,N,,N,,,0,"Default Tax Class",4001397384984,N,/toys-outdoor-play/pedal-go-karts/kettler-barcelona-kids-pedal-go-kart/,,,,,"""Age Range=5 - 10 yrs"";""Height Range=110 - 140"";""Built Dimensions=L125 x W72 x H67cm"";""Weight (kg)=16"""
Product,1145,"Kettler Speedy 10 inch Childrens Balance Bike",P,8715-600,,Kettler,,Right,"<h1>Kettler Speedy 10 inch Children's Balance Bike</h1> <p>Featuring a classic colour scheme, comfortable padded seat and safety handlebars with handlebar pad, the Kettler Speedy 10 inch Children&rsquo;s Balance Bike is the perfect unisex learner bike for developing bike skills and confidence in kids aged 2-4 years.</p> <p>To ensure for complete comfort, the Kettler Speedy 10 inch Children&rsquo;s Balance Bike also has an adjustable seat (up to 10cm) and also benefits from maintenance free synthetic 10&rdquo; tyres. Terrific value for money, the Kettler 10 inch Children&rsquo;s Balance Bike is a high quality, colourful and sturdy learner bicycle which kid&rsquo;s will love.</p> <h3>Kettler Speedy 10 inch Childrens Balance Bike Features:</h3> <ul> <li>High quality frame with acrylic coating</li> <li>Ergonomic padded seat (adjustable &ndash; 33-43cm)</li> <li>Maintenance free synthetic tyres 10&Prime;</li> <li>Safety handlebars with foam protector</li> <li>Suitable for children aged 2 years+</li> <li>Self-assembly</li> </ul> <p>&nbsp;</p> <p>&nbsp;</p>",45.00,0.00,0.00,0.00,0.0000,N,"3 years (Conditions Apply)",0.1000,0.0000,0.0000,0.0000,N,N,"Out of Stock",none,0,0,"Toys & Outdoor Play/Learner bikes",3375,x/789/speedy_10_kettler_bike__49092.jpg,,Y,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Speedy, 10 inch, 10"", Childrens, kids, Balance, Bike, bicycle, learner, 8715-600,","Kettler Speedy 10 inch Childrens Learner Balance Bike (8715-600)","Kettler, Speedy, 10 inch, 10"", Childrens, Kids, Balance, Bike, Learner, Bicycle, 8715-600,","The Kettler Speedy 10 inch Children's Learner Balance Bike is in stock & sent on a Next Working Day delivery!",,,,New,N,N,,N,,,0,"Default Tax Class",,N,/toys-outdoor-play/learner-bikes/kettler-speedy-10-inch-childrens-balance-bike/,,,,,"""Dimensions=79 x 52 x 43cm"";Weight=4.1kg"
